frontend-1  | 2026-04-18T05:48:03.211861575Z 172.19.0.1 - - [18/Apr/2026:05:48:03 +0000] "GET / HTTP/1.1" 200 3077 "-" "node" "-"
backend-1   | 2026-04-18T05:48:47.216569887Z     [cause]: Error: getaddrinfo EAI_AGAIN mongodb
backend-1   | 2026-04-18T05:48:47.216570654Z         at GetAddrInfoReqWrap.onlookupall [as oncomplete] (node:dns:118:26) {
backend-1   | 2026-04-18T05:48:47.216572723Z       errno: -3001,
backend-1   | 2026-04-18T05:48:47.216573492Z       code: 'EAI_AGAIN',
backend-1   | 2026-04-18T05:48:47.216574237Z       syscall: 'getaddrinfo',
backend-1   | 2026-04-18T05:48:47.216574984Z       hostname: 'mongodb'
backend-1   | 2026-04-18T05:48:47.216575765Z     }
backend-1   | 2026-04-18T05:48:47.216576503Z   }
backend-1   | 2026-04-18T05:48:47.216577218Z }
backend-1   | 2026-04-18T05:48:49.218086902Z Error searching products: MongoServerSelectionError: getaddrinfo EAI_AGAIN mongodb
backend-1   | 2026-04-18T05:48:49.218104077Z     at Topology.selectServer (/app/node_modules/mongodb/lib/sdam/topology.js:326:38)
backend-1   | 2026-04-18T05:48:49.218105583Z     at runNextTicks (node:internal/process/task_queues:60:5)
backend-1   | 2026-04-18T05:48:49.218106727Z     at listOnTimeout (node:internal/timers:538:9)
backend-1   | 2026-04-18T05:48:49.218107658Z     at process.processTimers (node:internal/timers:512:7)
backend-1   | 2026-04-18T05:48:49.218108451Z     at async tryOperation (/app/node_modules/mongodb/lib/operations/execute_operation.js:145:18)
backend-1   | 2026-04-18T05:48:49.218109256Z     at async executeOperation (/app/node_modules/mongodb/lib/operations/execute_operation.js:75:16)
backend-1   | 2026-04-18T05:48:49.218110065Z     at async FindCursor._initialize (/app/node_modules/mongodb/lib/cursor/find_cursor.js:61:26)
backend-1   | 2026-04-18T05:48:49.218110872Z     at async FindCursor.cursorInit (/app/node_modules/mongodb/lib/cursor/abstract_cursor.js:633:27)
backend-1   | 2026-04-18T05:48:49.218111652Z     at async FindCursor.fetchBatch (/app/node_modules/mongodb/lib/cursor/abstract_cursor.js:667:13)
backend-1   | 2026-04-18T05:48:49.218112446Z     at async FindCursor.next (/app/node_modules/mongodb/lib/cursor/abstract_cursor.js:347:17) {
mongodb-1   | 2026-04-18T05:48:13.267110018Z {"t":{"$date":"2026-04-18T05:48:13.267+00:00"},"s":"I",  "c":"CONTROL",  "id":23377,   "ctx":"SignalHandler","msg":"Received signal","attr":{"signal":15,"error":"Terminated"}}
mongodb-1   | 2026-04-18T05:48:13.267130424Z {"t":{"$date":"2026-04-18T05:48:13.267+00:00"},"s":"I",  "c":"CONTROL",  "id":23378,   "ctx":"SignalHandler","msg":"Signal was sent by kill(2)","attr":{"pid":0,"uid":0}}
mongodb-1   | 2026-04-18T05:48:13.267133479Z {"t":{"$date":"2026-04-18T05:48:13.267+00:00"},"s":"I",  "c":"CONTROL",  "id":23381,   "ctx":"SignalHandler","msg":"will terminate after current cmd ends"}
mongodb-1   | 2026-04-18T05:48:13.267148478Z {"t":{"$date":"2026-04-18T05:48:13.267+00:00"},"s":"I",  "c":"REPL",     "id":4784900, "ctx":"SignalHandler","msg":"Stepping down the ReplicationCoordinator for shutdown","attr":{"waitTimeMillis":15000}}
mongodb-1   | 2026-04-18T05:48:13.267254550Z {"t":{"$date":"2026-04-18T05:48:13.267+00:00"},"s":"I",  "c":"REPL",     "id":4794602, "ctx":"SignalHandler","msg":"Attempting to enter quiesce mode"}
mongodb-1   | 2026-04-18T05:48:13.267260390Z {"t":{"$date":"2026-04-18T05:48:13.267+00:00"},"s":"I",  "c":"-",        "id":6371601, "ctx":"SignalHandler","msg":"Shutting down the FLE Crud thread pool"}
mongodb-1   | 2026-04-18T05:48:13.267262270Z {"t":{"$date":"2026-04-18T05:48:13.267+00:00"},"s":"I",  "c":"COMMAND",  "id":4784901, "ctx":"SignalHandler","msg":"Shutting down the MirrorMaestro"}
mongodb-1   | 2026-04-18T05:48:13.267263759Z {"t":{"$date":"2026-04-18T05:48:13.267+00:00"},"s":"I",  "c":"SHARDING", "id":4784902, "ctx":"SignalHandler","msg":"Shutting down the WaitForMajorityService"}
mongodb-1   | 2026-04-18T05:48:13.267372030Z {"t":{"$date":"2026-04-18T05:48:13.267+00:00"},"s":"I",  "c":"CONTROL",  "id":4784903, "ctx":"SignalHandler","msg":"Shutting down the LogicalSessionCache"}
mongodb-1   | 2026-04-18T05:48:13.267463602Z {"t":{"$date":"2026-04-18T05:48:13.267+00:00"},"s":"I",  "c":"NETWORK",  "id":20562,   "ctx":"SignalHandler","msg":"Shutdown: going to close listening sockets"}
mongodb-1   | 2026-04-18T05:48:13.267487847Z {"t":{"$date":"2026-04-18T05:48:13.267+00:00"},"s":"I",  "c":"NETWORK",  "id":23017,   "ctx":"listener","msg":"removing socket file","attr":{"path":"/tmp/mongodb-27017.sock"}}
mongodb-1   | 2026-04-18T05:48:13.267562267Z {"t":{"$date":"2026-04-18T05:48:13.267+00:00"},"s":"I",  "c":"NETWORK",  "id":4784905, "ctx":"SignalHandler","msg":"Shutting down the global connection pool"}
mongodb-1   | 2026-04-18T05:48:13.267571761Z {"t":{"$date":"2026-04-18T05:48:13.267+00:00"},"s":"I",  "c":"CONTROL",  "id":4784906, "ctx":"SignalHandler","msg":"Shutting down the FlowControlTicketholder"}
mongodb-1   | 2026-04-18T05:48:13.267575561Z {"t":{"$date":"2026-04-18T05:48:13.267+00:00"},"s":"I",  "c":"-",        "id":20520,   "ctx":"SignalHandler","msg":"Stopping further Flow Control ticket acquisitions."}
mongodb-1   | 2026-04-18T05:48:13.267578359Z {"t":{"$date":"2026-04-18T05:48:13.267+00:00"},"s":"I",  "c":"CONTROL",  "id":4784908, "ctx":"SignalHandler","msg":"Shutting down the PeriodicThreadToAbortExpiredTransactions"}
mongodb-1   | 2026-04-18T05:48:13.267605562Z {"t":{"$date":"2026-04-18T05:48:13.267+00:00"},"s":"I",  "c":"REPL",     "id":4784909, "ctx":"SignalHandler","msg":"Shutting down the ReplicationCoordinator"}
mongodb-1   | 2026-04-18T05:48:13.267609394Z {"t":{"$date":"2026-04-18T05:48:13.267+00:00"},"s":"I",  "c":"SHARDING", "id":4784910, "ctx":"SignalHandler","msg":"Shutting down the ShardingInitializationMongoD"}
mongodb-1   | 2026-04-18T05:48:13.267612040Z {"t":{"$date":"2026-04-18T05:48:13.267+00:00"},"s":"I",  "c":"REPL",     "id":4784911, "ctx":"SignalHandler","msg":"Enqueuing the ReplicationStateTransitionLock for shutdown"}
mongodb-1   | 2026-04-18T05:48:13.267628129Z {"t":{"$date":"2026-04-18T05:48:13.267+00:00"},"s":"I",  "c":"-",        "id":4784912, "ctx":"SignalHandler","msg":"Killing all operations for shutdown"}
mongodb-1   | 2026-04-18T05:48:13.267631362Z {"t":{"$date":"2026-04-18T05:48:13.267+00:00"},"s":"I",  "c":"-",        "id":4695300, "ctx":"SignalHandler","msg":"Interrupted all currently running operations","attr":{"opsKilled":4}}
mongodb-1   | 2026-04-18T05:48:13.267634140Z {"t":{"$date":"2026-04-18T05:48:13.267+00:00"},"s":"I",  "c":"TENANT_M", "id":5093807, "ctx":"SignalHandler","msg":"Shutting down all TenantMigrationAccessBlockers on global shutdown"}
mongodb-1   | 2026-04-18T05:48:13.267636747Z {"t":{"$date":"2026-04-18T05:48:13.267+00:00"},"s":"I",  "c":"COMMAND",  "id":4784913, "ctx":"SignalHandler","msg":"Shutting down all open transactions"}
mongodb-1   | 2026-04-18T05:48:13.267650751Z {"t":{"$date":"2026-04-18T05:48:13.267+00:00"},"s":"I",  "c":"REPL",     "id":4784914, "ctx":"SignalHandler","msg":"Acquiring the ReplicationStateTransitionLock for shutdown"}
mongodb-1   | 2026-04-18T05:48:13.267659164Z {"t":{"$date":"2026-04-18T05:48:13.267+00:00"},"s":"I",  "c":"INDEX",    "id":4784915, "ctx":"SignalHandler","msg":"Shutting down the IndexBuildsCoordinator"}
mongodb-1   | 2026-04-18T05:48:13.267662772Z {"t":{"$date":"2026-04-18T05:48:13.267+00:00"},"s":"I",  "c":"NETWORK",  "id":4784918, "ctx":"SignalHandler","msg":"Shutting down the ReplicaSetMonitor"}
mongodb-1   | 2026-04-18T05:48:13.267672265Z {"t":{"$date":"2026-04-18T05:48:13.267+00:00"},"s":"I",  "c":"SHARDING", "id":4784921, "ctx":"SignalHandler","msg":"Shutting down the MigrationUtilExecutor"}
mongodb-1   | 2026-04-18T05:48:13.267730605Z {"t":{"$date":"2026-04-18T05:48:13.267+00:00"},"s":"I",  "c":"ASIO",     "id":22582,   "ctx":"MigrationUtil-TaskExecutor","msg":"Killing all outstanding egress activity."}
mongodb-1   | 2026-04-18T05:48:13.267827454Z {"t":{"$date":"2026-04-18T05:48:13.267+00:00"},"s":"I",  "c":"COMMAND",  "id":4784923, "ctx":"SignalHandler","msg":"Shutting down the ServiceEntryPoint"}
mongodb-1   | 2026-04-18T05:48:13.267829655Z {"t":{"$date":"2026-04-18T05:48:13.267+00:00"},"s":"I",  "c":"CONTROL",  "id":4784927, "ctx":"SignalHandler","msg":"Shutting down the HealthLog"}
mongodb-1   | 2026-04-18T05:48:13.267830969Z {"t":{"$date":"2026-04-18T05:48:13.267+00:00"},"s":"I",  "c":"CONTROL",  "id":4784928, "ctx":"SignalHandler","msg":"Shutting down the TTL monitor"}
mongodb-1   | 2026-04-18T05:48:13.267832266Z {"t":{"$date":"2026-04-18T05:48:13.267+00:00"},"s":"I",  "c":"INDEX",    "id":3684100, "ctx":"SignalHandler","msg":"Shutting down TTL collection monitor thread"}
mongodb-1   | 2026-04-18T05:48:13.267833570Z {"t":{"$date":"2026-04-18T05:48:13.267+00:00"},"s":"I",  "c":"INDEX",    "id":3684101, "ctx":"SignalHandler","msg":"Finished shutting down TTL collection monitor thread"}
mongodb-1   | 2026-04-18T05:48:13.267835984Z {"t":{"$date":"2026-04-18T05:48:13.267+00:00"},"s":"I",  "c":"CONTROL",  "id":6278511, "ctx":"SignalHandler","msg":"Shutting down the Change Stream Expired Pre-images Remover"}
mongodb-1   | 2026-04-18T05:48:13.267838106Z {"t":{"$date":"2026-04-18T05:48:13.267+00:00"},"s":"I",  "c":"CONTROL",  "id":4784929, "ctx":"SignalHandler","msg":"Acquiring the global lock for shutdown"}
mongodb-1   | 2026-04-18T05:48:13.267839794Z {"t":{"$date":"2026-04-18T05:48:13.267+00:00"},"s":"I",  "c":"CONTROL",  "id":4784930, "ctx":"SignalHandler","msg":"Shutting down the storage engine"}
mongodb-1   | 2026-04-18T05:48:13.267842648Z {"t":{"$date":"2026-04-18T05:48:13.267+00:00"},"s":"I",  "c":"STORAGE",  "id":22320,   "ctx":"SignalHandler","msg":"Shutting down journal flusher thread"}
mongodb-1   | 2026-04-18T05:48:13.267847033Z {"t":{"$date":"2026-04-18T05:48:13.267+00:00"},"s":"I",  "c":"STORAGE",  "id":22321,   "ctx":"SignalHandler","msg":"Finished shutting down journal flusher thread"}
mongodb-1   | 2026-04-18T05:48:13.267848884Z {"t":{"$date":"2026-04-18T05:48:13.267+00:00"},"s":"I",  "c":"STORAGE",  "id":22322,   "ctx":"SignalHandler","msg":"Shutting down checkpoint thread"}
mongodb-1   | 2026-04-18T05:48:13.267877972Z {"t":{"$date":"2026-04-18T05:48:13.267+00:00"},"s":"I",  "c":"STORAGE",  "id":22323,   "ctx":"SignalHandler","msg":"Finished shutting down checkpoint thread"}
mongodb-1   | 2026-04-18T05:48:13.267880621Z {"t":{"$date":"2026-04-18T05:48:13.267+00:00"},"s":"I",  "c":"STORAGE",  "id":22261,   "ctx":"SignalHandler","msg":"Timestamp monitor shutting down"}
mongodb-1   | 2026-04-18T05:48:13.267951177Z {"t":{"$date":"2026-04-18T05:48:13.267+00:00"},"s":"I",  "c":"STORAGE",  "id":20282,   "ctx":"SignalHandler","msg":"Deregistering all the collections"}
mongodb-1   | 2026-04-18T05:48:13.267987644Z {"t":{"$date":"2026-04-18T05:48:13.267+00:00"},"s":"I",  "c":"STORAGE",  "id":22317,   "ctx":"SignalHandler","msg":"WiredTigerKVEngine shutting down"}
mongodb-1   | 2026-04-18T05:48:13.267990641Z {"t":{"$date":"2026-04-18T05:48:13.267+00:00"},"s":"I",  "c":"STORAGE",  "id":22318,   "ctx":"SignalHandler","msg":"Shutting down session sweeper thread"}
mongodb-1   | 2026-04-18T05:48:13.268004402Z {"t":{"$date":"2026-04-18T05:48:13.267+00:00"},"s":"I",  "c":"STORAGE",  "id":22319,   "ctx":"SignalHandler","msg":"Finished shutting down session sweeper thread"}
mongodb-1   | 2026-04-18T05:48:13.268044646Z {"t":{"$date":"2026-04-18T05:48:13.268+00:00"},"s":"I",  "c":"STORAGE",  "id":4795902, "ctx":"SignalHandler","msg":"Closing WiredTiger","attr":{"closeConfig":"leak_memory=true,"}}
mongodb-1   | 2026-04-18T05:48:13.268318582Z {"t":{"$date":"2026-04-18T05:48:13.268+00:00"},"s":"I",  "c":"WTCHKPT",  "id":22430,   "ctx":"SignalHandler","msg":"WiredTiger message","attr":{"message":{"ts_sec":1776491293,"ts_usec":268271,"thread":"1:0x7b89fd4cd640","session_name":"close_ckpt","category":"WT_VERB_CHECKPOINT_PROGRESS","category_id":6,"verbose_level":"DEBUG","verbose_level_id":1,"msg":"saving checkpoint snapshot min: 34, snapshot max: 34 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 365"}}}
mongodb-1   | 2026-04-18T05:48:13.270079000Z {"t":{"$date":"2026-04-18T05:48:13.270+00:00"},"s":"I",  "c":"WTRECOV",  "id":22430,   "ctx":"SignalHandler","msg":"WiredTiger message","attr":{"message":{"ts_sec":1776491293,"ts_usec":270021,"thread":"1:0x7b89fd4cd640","session_name":"WT_CONNECTION.close","category":"WT_VERB_RECOVERY_PROGRESS","category_id":30,"verbose_level":"DEBUG","verbose_level_id":1,"msg":"shutdown checkpoint has successfully finished and ran for 1 milliseconds"}}}
mongodb-1   | 2026-04-18T05:48:13.270095360Z {"t":{"$date":"2026-04-18T05:48:13.270+00:00"},"s":"I",  "c":"WTRECOV",  "id":22430,   "ctx":"SignalHandler","msg":"WiredTiger message","attr":{"message":{"ts_sec":1776491293,"ts_usec":270068,"thread":"1:0x7b89fd4cd640","session_name":"WT_CONNECTION.close","category":"WT_VERB_RECOVERY_PROGRESS","category_id":30,"verbose_level":"DEBUG","verbose_level_id":1,"msg":"shutdown was completed successfully and took 2ms, including 0ms for the rollback to stable, and 1ms for the checkpoint."}}}
mongodb-1   | 2026-04-18T05:48:13.271741798Z {"t":{"$date":"2026-04-18T05:48:13.271+00:00"},"s":"I",  "c":"STORAGE",  "id":4795901, "ctx":"SignalHandler","msg":"WiredTiger closed","attr":{"durationMillis":3}}
mongodb-1   | 2026-04-18T05:48:13.271758142Z {"t":{"$date":"2026-04-18T05:48:13.271+00:00"},"s":"I",  "c":"STORAGE",  "id":22279,   "ctx":"SignalHandler","msg":"shutdown: removing fs lock..."}
mongodb-1   | 2026-04-18T05:48:13.271759320Z {"t":{"$date":"2026-04-18T05:48:13.271+00:00"},"s":"I",  "c":"-",        "id":4784931, "ctx":"SignalHandler","msg":"Dropping the scope cache for shutdown"}
mongodb-1   | 2026-04-18T05:48:13.271760421Z {"t":{"$date":"2026-04-18T05:48:13.271+00:00"},"s":"I",  "c":"FTDC",     "id":20626,   "ctx":"SignalHandler","msg":"Shutting down full-time diagnostic data capture"}
mongodb-1   | 2026-04-18T05:48:13.273562608Z {"t":{"$date":"2026-04-18T05:48:13.273+00:00"},"s":"I",  "c":"CONTROL",  "id":20565,   "ctx":"SignalHandler","msg":"Now exiting"}
mongodb-1   | 2026-04-18T05:48:13.273595562Z {"t":{"$date":"2026-04-18T05:48:13.273+00:00"},"s":"I",  "c":"CONTROL",  "id":8423404, "ctx":"SignalHandler","msg":"mongod shutdown complete","attr":{"Summary of time elapsed":{"Statistics":{"Enter terminal shutdown":"0 ms","Step down the replication coordinator for shutdown":"0 ms","Time spent in quiesce mode":"0 ms","Shut down FLE Crud subsystem":"0 ms","Shut down MirrorMaestro":"0 ms","Shut down WaitForMajorityService":"0 ms","Shut down the logical session cache":"0 ms","Shut down the transport layer":"0 ms","Shut down the global connection pool":"0 ms","Shut down the flow control ticket holder":"0 ms","Kill all operations for shutdown":"0 ms","Shut down all tenant migration access blockers on global shutdown":"0 ms","Shut down all open transactions":"0 ms","Acquire the RSTL for shutdown":"0 ms","Shut down the IndexBuildsCoordinator and wait for index builds to finish":"0 ms","Shut down the replica set monitor":"0 ms","Shut down the migration util executor":"0 ms","Shut down the health log":"0 ms","Shut down the TTL monitor":"0 ms","Shut down expired pre-images remover":"0 ms","Shut down the storage engine":"4 ms","Shut down full-time data capture":"0 ms","shutdownTask total elapsed time":"6 ms"}}}}
mongodb-1   | 2026-04-18T05:48:13.273602068Z {"t":{"$date":"2026-04-18T05:48:13.273+00:00"},"s":"I",  "c":"CONTROL",  "id":23138,   "ctx":"SignalHandler","msg":"Shutting down","attr":{"exitCode":0}}
mongodb-1   | 2026-04-18T05:48:58.545191797Z {"t":{"$date":"2026-04-18T05:48:58.545+00:00"},"s":"I",  "c":"CONTROL",  "id":23285,   "ctx":"-","msg":"Automatically disabling TLS 1.0, to force-enable TLS 1.0 specify --sslDisabledProtocols 'none'"}
mongodb-1   | 2026-04-18T05:48:58.545370241Z {"t":{"$date":"2026-04-18T05:48:58.545+00:00"},"s":"I",  "c":"NETWORK",  "id":4915701, "ctx":"-","msg":"Initialized wire specification","attr":{"spec":{"incomingExternalClient":{"minWireVersion":0,"maxWireVersion":17},"incomingInternalClient":{"minWireVersion":0,"maxWireVersion":17},"outgoing":{"minWireVersion":6,"maxWireVersion":17},"isInternalClient":true}}}
mongodb-1   | 2026-04-18T05:48:58.546463683Z {"t":{"$date":"2026-04-18T05:48:58.546+00:00"},"s":"I",  "c":"NETWORK",  "id":4648601, "ctx":"main","msg":"Implicit TCP FastOpen unavailable. If TCP FastOpen is required, set tcpFastOpenServer, tcpFastOpenClient, and tcpFastOpenQueueSize."}
mongodb-1   | 2026-04-18T05:48:58.547075037Z {"t":{"$date":"2026-04-18T05:48:58.547+00:00"},"s":"I",  "c":"REPL",     "id":5123008, "ctx":"main","msg":"Successfully registered PrimaryOnlyService","attr":{"service":"TenantMigrationDonorService","namespace":"config.tenantMigrationDonors"}}
mongodb-1   | 2026-04-18T05:48:58.547086090Z {"t":{"$date":"2026-04-18T05:48:58.547+00:00"},"s":"I",  "c":"REPL",     "id":5123008, "ctx":"main","msg":"Successfully registered PrimaryOnlyService","attr":{"service":"TenantMigrationRecipientService","namespace":"config.tenantMigrationRecipients"}}
mongodb-1   | 2026-04-18T05:48:58.547088802Z {"t":{"$date":"2026-04-18T05:48:58.547+00:00"},"s":"I",  "c":"REPL",     "id":5123008, "ctx":"main","msg":"Successfully registered PrimaryOnlyService","attr":{"service":"ShardSplitDonorService","namespace":"config.tenantSplitDonors"}}
mongodb-1   | 2026-04-18T05:48:58.547092278Z {"t":{"$date":"2026-04-18T05:48:58.547+00:00"},"s":"I",  "c":"CONTROL",  "id":5945603, "ctx":"main","msg":"Multi threading initialized"}
mongodb-1   | 2026-04-18T05:48:58.547266385Z {"t":{"$date":"2026-04-18T05:48:58.547+00:00"},"s":"I",  "c":"CONTROL",  "id":4615611, "ctx":"initandlisten","msg":"MongoDB starting","attr":{"pid":1,"port":27017,"dbPath":"/data/db","architecture":"64-bit","host":"a124de06b5e1"}}
mongodb-1   | 2026-04-18T05:48:58.547274068Z {"t":{"$date":"2026-04-18T05:48:58.547+00:00"},"s":"I",  "c":"CONTROL",  "id":23403,   "ctx":"initandlisten","msg":"Build Info","attr":{"buildInfo":{"version":"6.0.27","gitVersion":"fc88ca137231d7457aed6265d4f32a361ae71716","openSSLVersion":"OpenSSL 3.0.2 15 Mar 2022","modules":[],"allocator":"tcmalloc","environment":{"distmod":"ubuntu2204","distarch":"x86_64","target_arch":"x86_64"}}}}
mongodb-1   | 2026-04-18T05:48:58.547278227Z {"t":{"$date":"2026-04-18T05:48:58.547+00:00"},"s":"I",  "c":"CONTROL",  "id":51765,   "ctx":"initandlisten","msg":"Operating System","attr":{"os":{"name":"Ubuntu","version":"22.04"}}}
mongodb-1   | 2026-04-18T05:48:58.547280237Z {"t":{"$date":"2026-04-18T05:48:58.547+00:00"},"s":"I",  "c":"CONTROL",  "id":21951,   "ctx":"initandlisten","msg":"Options set by command line","attr":{"options":{"net":{"bindIp":"*"}}}}
mongodb-1   | 2026-04-18T05:48:58.547616010Z {"t":{"$date":"2026-04-18T05:48:58.547+00:00"},"s":"I",  "c":"STORAGE",  "id":22270,   "ctx":"initandlisten","msg":"Storage engine to use detected by data files","attr":{"dbpath":"/data/db","storageEngine":"wiredTiger"}}
mongodb-1   | 2026-04-18T05:48:58.547629412Z {"t":{"$date":"2026-04-18T05:48:58.547+00:00"},"s":"I",  "c":"STORAGE",  "id":22297,   "ctx":"initandlisten","msg":"Using the XFS filesystem is strongly recommended with the WiredTiger storage engine. See http://dochub.mongodb.org/core/prodnotes-filesystem","tags":["startupWarnings"]}
mongodb-1   | 2026-04-18T05:48:58.547643161Z {"t":{"$date":"2026-04-18T05:48:58.547+00:00"},"s":"I",  "c":"STORAGE",  "id":22315,   "ctx":"initandlisten","msg":"Opening WiredTiger","attr":{"config":"create,cache_size=7313M,session_max=33000,eviction=(threads_min=4,threads_max=4),config_base=false,statistics=(fast),log=(enabled=true,remove=true,path=journal,compressor=snappy),builtin_extension_config=(zstd=(compression_level=6)),file_manager=(close_idle_time=600,close_scan_interval=10,close_handle_minimum=2000),statistics_log=(wait=0),json_output=(error,message),verbose=[recovery_progress:1,checkpoint_progress:1,compact_progress:1,backup:0,checkpoint:0,compact:0,evict:0,history_store:0,recovery:0,rts:0,salvage:0,tiered:0,timestamp:0,transaction:0,verify:0,log:0],"}}
mongodb-1   | 2026-04-18T05:48:58.632688712Z {"t":{"$date":"2026-04-18T05:48:58.632+00:00"},"s":"I",  "c":"WTRECOV",  "id":22430,   "ctx":"initandlisten","msg":"WiredTiger message","attr":{"message":{"ts_sec":1776491338,"ts_usec":632474,"thread":"1:0x7a9076142cc0","session_name":"txn-recover","category":"WT_VERB_RECOVERY_PROGRESS","category_id":30,"verbose_level":"DEBUG","verbose_level_id":1,"msg":"Recovering log 7 through 8"}}}
mongodb-1   | 2026-04-18T05:48:58.659702041Z {"t":{"$date":"2026-04-18T05:48:58.659+00:00"},"s":"I",  "c":"WTRECOV",  "id":22430,   "ctx":"initandlisten","msg":"WiredTiger message","attr":{"message":{"ts_sec":1776491338,"ts_usec":659539,"thread":"1:0x7a9076142cc0","session_name":"txn-recover","category":"WT_VERB_RECOVERY_PROGRESS","category_id":30,"verbose_level":"DEBUG","verbose_level_id":1,"msg":"Recovering log 8 through 8"}}}
mongodb-1   | 2026-04-18T05:48:58.689407300Z {"t":{"$date":"2026-04-18T05:48:58.689+00:00"},"s":"I",  "c":"WTRECOV",  "id":22430,   "ctx":"initandlisten","msg":"WiredTiger message","attr":{"message":{"ts_sec":1776491338,"ts_usec":689177,"thread":"1:0x7a9076142cc0","session_name":"txn-recover","category":"WT_VERB_RECOVERY_PROGRESS","category_id":30,"verbose_level":"DEBUG","verbose_level_id":1,"msg":"Main recovery loop: starting at 7/15872 to 8/256"}}}
mongodb-1   | 2026-04-18T05:48:58.731956501Z {"t":{"$date":"2026-04-18T05:48:58.731+00:00"},"s":"I",  "c":"WTRECOV",  "id":22430,   "ctx":"initandlisten","msg":"WiredTiger message","attr":{"message":{"ts_sec":1776491338,"ts_usec":731804,"thread":"1:0x7a9076142cc0","session_name":"txn-recover","category":"WT_VERB_RECOVERY_PROGRESS","category_id":30,"verbose_level":"DEBUG","verbose_level_id":1,"msg":"Recovering log 7 through 8"}}}
mongodb-1   | 2026-04-18T05:48:58.755482185Z {"t":{"$date":"2026-04-18T05:48:58.755+00:00"},"s":"I",  "c":"WTRECOV",  "id":22430,   "ctx":"initandlisten","msg":"WiredTiger message","attr":{"message":{"ts_sec":1776491338,"ts_usec":755194,"thread":"1:0x7a9076142cc0","session_name":"txn-recover","category":"WT_VERB_RECOVERY_PROGRESS","category_id":30,"verbose_level":"DEBUG","verbose_level_id":1,"msg":"Recovering log 8 through 8"}}}
mongodb-1   | 2026-04-18T05:48:58.776151705Z {"t":{"$date":"2026-04-18T05:48:58.775+00:00"},"s":"I",  "c":"WTRECOV",  "id":22430,   "ctx":"initandlisten","msg":"WiredTiger message","attr":{"message":{"ts_sec":1776491338,"ts_usec":775975,"thread":"1:0x7a9076142cc0","session_name":"txn-recover","category":"WT_VERB_RECOVERY_PROGRESS","category_id":30,"verbose_level":"DEBUG","verbose_level_id":1,"msg":"recovery log replay has successfully finished and ran for 143 milliseconds"}}}
mongodb-1   | 2026-04-18T05:48:58.776168837Z {"t":{"$date":"2026-04-18T05:48:58.776+00:00"},"s":"I",  "c":"WTRECOV",  "id":22430,   "ctx":"initandlisten","msg":"WiredTiger message","attr":{"message":{"ts_sec":1776491338,"ts_usec":776014,"thread":"1:0x7a9076142cc0","session_name":"txn-recover","category":"WT_VERB_RECOVERY_PROGRESS","category_id":30,"verbose_level":"DEBUG","verbose_level_id":1,"msg":"Set global recovery timestamp: (0, 0)"}}}
mongodb-1   | 2026-04-18T05:48:58.776171391Z {"t":{"$date":"2026-04-18T05:48:58.776+00:00"},"s":"I",  "c":"WTRECOV",  "id":22430,   "ctx":"initandlisten","msg":"WiredTiger message","attr":{"message":{"ts_sec":1776491338,"ts_usec":776021,"thread":"1:0x7a9076142cc0","session_name":"txn-recover","category":"WT_VERB_RECOVERY_PROGRESS","category_id":30,"verbose_level":"DEBUG","verbose_level_id":1,"msg":"Set global oldest timestamp: (0, 0)"}}}
mongodb-1   | 2026-04-18T05:48:58.776330451Z {"t":{"$date":"2026-04-18T05:48:58.776+00:00"},"s":"I",  "c":"WTRECOV",  "id":22430,   "ctx":"initandlisten","msg":"WiredTiger message","attr":{"message":{"ts_sec":1776491338,"ts_usec":776303,"thread":"1:0x7a9076142cc0","session_name":"txn-recover","category":"WT_VERB_RECOVERY_PROGRESS","category_id":30,"verbose_level":"DEBUG","verbose_level_id":1,"msg":"recovery rollback to stable has successfully finished and ran for 0 milliseconds"}}}
mongodb-1   | 2026-04-18T05:48:58.777551204Z {"t":{"$date":"2026-04-18T05:48:58.777+00:00"},"s":"I",  "c":"WTCHKPT",  "id":22430,   "ctx":"initandlisten","msg":"WiredTiger message","attr":{"message":{"ts_sec":1776491338,"ts_usec":777322,"thread":"1:0x7a9076142cc0","session_name":"WT_SESSION.checkpoint","category":"WT_VERB_CHECKPOINT_PROGRESS","category_id":6,"verbose_level":"DEBUG","verbose_level_id":1,"msg":"saving checkpoint snapshot min: 1, snapshot max: 1 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 390"}}}
mongodb-1   | 2026-04-18T05:48:58.779175187Z {"t":{"$date":"2026-04-18T05:48:58.778+00:00"},"s":"I",  "c":"WTRECOV",  "id":22430,   "ctx":"initandlisten","msg":"WiredTiger message","attr":{"message":{"ts_sec":1776491338,"ts_usec":778972,"thread":"1:0x7a9076142cc0","session_name":"txn-recover","category":"WT_VERB_RECOVERY_PROGRESS","category_id":30,"verbose_level":"DEBUG","verbose_level_id":1,"msg":"recovery checkpoint has successfully finished and ran for 2 milliseconds"}}}
